2023-02-13 10:04:31,388 INFO line:184 - Namespace(check_point='maml_init_params_epoch-5000_metalr-0.001_updatelr-0.1_v1_8_2.pt', clip_val=1.0, echo_step=10, epoch=5000, eval=True, eval_step=100, figure_dir='./fsl_figures/maml', k_qry=8, k_spt=2, logs_dir='./fsl_logs/maml', meta_lr=0.001, model_params_dir='./fsl_model_params/maml', n_way=3, no_cuda=False, pred=True, task_num=2, task_num_eval=2, task_num_test=2, test=True, train=True, update_lr=0.1, update_step=10, update_step_test=10)
------meta_train------
ETTh1_train: x_spt_shape (800, 2, 8, 7), x_spt_mark_shape (800, 2, 8, 4), y_spt_shape (800, 2, 2, 7), y_spt_mark_shape (800, 2, 2, 4), x_qry_shape (3200, 2, 8, 7), x_qry_mark_shape (3200, 2, 8, 4), y_qry_shape (1700, 2, 2, 7), y_qry_mark_shape (3200, 2, 2, 4),
ETTh2_train: x_spt_shape (800, 2, 8, 7), x_spt_mark_shape (800, 2, 8, 4), y_spt_shape (800, 2, 2, 7), y_spt_mark_shape (800, 2, 2, 4), x_qry_shape (3200, 2, 8, 7), x_qry_mark_shape (3200, 2, 8, 4), y_qry_shape (3200, 2, 2, 7), y_qry_mark_shape (3200, 2, 2, 4),
ETTm1_train: x_spt_shape (800, 2, 8, 7), x_spt_mark_shape (800, 2, 8, 5), y_spt_shape (800, 2, 2, 7), y_spt_mark_shape (800, 2, 2, 5), x_qry_shape (3200, 2, 8, 7), x_qry_mark_shape (3200, 2, 8, 5), y_qry_shape (3200, 2, 2, 7), y_qry_mark_shape (3200, 2, 2, 5),
ETTm2_train: x_spt_shape (800, 2, 8, 7), x_spt_mark_shape (800, 2, 8, 5), y_spt_shape (800, 2, 2, 7), y_spt_mark_shape (800, 2, 2, 5), x_qry_shape (3200, 2, 8, 7), x_qry_mark_shape (3200, 2, 8, 5), y_qry_shape (3200, 2, 2, 7), y_qry_mark_shape (3200, 2, 2, 5),
------meta_val------
ETTh1_val: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 4), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 4), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 4), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 4),
ETTh2_val: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 4), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 4), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 4), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 4),
ETTm1_val: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 5), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 5), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 5), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 5),
ETTm2_val: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 5), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 5), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 5), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 5),
------meta_test------
ETTh1_test: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 4), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 4), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 4), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 4),
ETTh2_test: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 4), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 4), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 4), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 4),
ETTm1_test: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 5), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 5), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 5), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 5),
ETTm2_test: x_spt_shape (200, 2, 8, 7), x_spt_mark_shape (200, 2, 8, 5), y_spt_shape (200, 2, 2, 7), y_spt_mark_shape (200, 2, 2, 5), x_qry_shape (800, 2, 8, 7), x_qry_mark_shape (800, 2, 8, 5), y_qry_shape (800, 2, 2, 7), y_qry_mark_shape (800, 2, 2, 5),
2023-02-13 10:04:33,444 INFO line:56 -  ------ meta training start ------ 
2023-02-13 10:04:33,651 INFO line:71 - step: 0, train_loss = 0.7763335740790828
2023-02-13 10:04:33,651 INFO line:78 -  ------ meta evaluating start ------ 
2023-02-13 10:04:33,726 INFO line:92 - mean eval loss on 4 meta eval tasks = 1.4489061956845237
2023-02-13 10:04:35,749 INFO line:71 - step: 10, train_loss = 0.6942324550017531
2023-02-13 10:04:37,778 INFO line:71 - step: 20, train_loss = 0.7250685472754326
2023-02-13 10:04:39,800 INFO line:71 - step: 30, train_loss = 0.573368054180269
2023-02-13 10:04:41,821 INFO line:71 - step: 40, train_loss = 0.5593076943929998
2023-02-13 10:04:43,849 INFO line:71 - step: 50, train_loss = 0.5525186694851907
2023-02-13 10:04:45,883 INFO line:71 - step: 60, train_loss = 0.47081816454656406
2023-02-13 10:04:47,908 INFO line:71 - step: 70, train_loss = 0.4159418827138322
2023-02-13 10:04:49,927 INFO line:71 - step: 80, train_loss = 0.4203072606941462
2023-02-13 10:04:51,946 INFO line:71 - step: 90, train_loss = 0.40699023061511597
2023-02-13 10:04:53,965 INFO line:71 - step: 100, train_loss = 0.3821321167069933
2023-02-13 10:04:53,965 INFO line:78 -  ------ meta evaluating start ------ 
2023-02-13 10:04:54,040 INFO line:92 - mean eval loss on 4 meta eval tasks = 0.8894449352834173
2023-02-13 10:04:56,069 INFO line:71 - step: 110, train_loss = 0.4058517286300928
2023-02-13 10:04:58,087 INFO line:71 - step: 120, train_loss = 0.4117575692594088
2023-02-13 10:05:00,108 INFO line:71 - step: 130, train_loss = 0.36324241367661925
2023-02-13 10:05:02,130 INFO line:71 - step: 140, train_loss = 0.39627927356706244
2023-02-13 10:05:04,147 INFO line:71 - step: 150, train_loss = 0.45274558140446003
2023-02-13 10:05:06,168 INFO line:71 - step: 160, train_loss = 0.39806207177164976
2023-02-13 10:05:08,186 INFO line:71 - step: 170, train_loss = 0.35458912552288907
2023-02-13 10:05:10,206 INFO line:71 - step: 180, train_loss = 0.3258834950227397
2023-02-13 10:05:12,229 INFO line:71 - step: 190, train_loss = 0.3491402548348134
2023-02-13 10:05:14,247 INFO line:71 - step: 200, train_loss = 0.3512004194995947
2023-02-13 10:05:14,247 INFO line:78 -  ------ meta evaluating start ------ 
2023-02-13 10:05:14,322 INFO line:92 - mean eval loss on 4 meta eval tasks = 0.8704938844355898
2023-02-13 10:05:16,341 INFO line:71 - step: 210, train_loss = 0.3353994875685893
2023-02-13 10:05:18,360 INFO line:71 - step: 220, train_loss = 0.36231461415578087
2023-02-13 10:05:20,377 INFO line:71 - step: 230, train_loss = 0.3234848321229239
2023-02-13 10:05:22,397 INFO line:71 - step: 240, train_loss = 0.33687960360788266
2023-02-13 10:05:24,415 INFO line:71 - step: 250, train_loss = 0.35299265864034646
2023-02-13 10:05:26,426 INFO line:71 - step: 260, train_loss = 0.30930308755694164
2023-02-13 10:05:28,407 INFO line:71 - step: 270, train_loss = 0.3055896157750574
2023-02-13 10:05:30,389 INFO line:71 - step: 280, train_loss = 0.3305539380865398
2023-02-13 10:05:32,444 INFO line:71 - step: 290, train_loss = 0.3005843134462598
2023-02-13 10:05:34,958 INFO line:71 - step: 300, train_loss = 0.3203322527885247
2023-02-13 10:05:34,958 INFO line:78 -  ------ meta evaluating start ------ 
2023-02-13 10:05:35,048 INFO line:92 - mean eval loss on 4 meta eval tasks = 0.4956604283660906
2023-02-13 10:05:37,444 INFO line:71 - step: 310, train_loss = 0.30572447597005536
2023-02-13 10:05:39,516 INFO line:71 - step: 320, train_loss = 0.3241242882199662
2023-02-13 10:05:41,534 INFO line:71 - step: 330, train_loss = 0.2783166379382208
2023-02-13 10:05:43,500 INFO line:71 - step: 340, train_loss = 0.3058714939429822
2023-02-13 10:05:45,466 INFO line:71 - step: 350, train_loss = 0.32657707405378356
2023-02-13 10:05:47,410 INFO line:71 - step: 360, train_loss = 0.27028741376442705
2023-02-13 10:05:49,356 INFO line:71 - step: 370, train_loss = 0.31326740782254825
2023-02-13 10:05:51,299 INFO line:71 - step: 380, train_loss = 0.27018807330099287
2023-02-13 10:05:53,243 INFO line:71 - step: 390, train_loss = 0.2946307073903348
2023-02-13 10:05:55,188 INFO line:71 - step: 400, train_loss = 0.2775802740191897
2023-02-13 10:05:55,189 INFO line:78 -  ------ meta evaluating start ------ 
2023-02-13 10:05:55,261 INFO line:92 - mean eval loss on 4 meta eval tasks = 0.9369174297002504
2023-02-13 10:05:57,207 INFO line:71 - step: 410, train_loss = 0.2761315226001492
2023-02-13 10:05:59,150 INFO line:71 - step: 420, train_loss = 0.26303563661840423
2023-02-13 10:06:01,095 INFO line:71 - step: 430, train_loss = 0.32806962498430836
2023-02-13 10:06:03,037 INFO line:71 - step: 440, train_loss = 0.2578280019640521
2023-02-13 10:06:04,987 INFO line:71 - step: 450, train_loss = 0.27804683322783613
2023-02-13 10:06:06,931 INFO line:71 - step: 460, train_loss = 0.31614993091169247
2023-02-13 10:06:08,874 INFO line:71 - step: 470, train_loss = 0.26466450992815915
2023-02-13 10:06:10,818 INFO line:71 - step: 480, train_loss = 0.28789815866654106
2023-02-13 10:06:12,760 INFO line:71 - step: 490, train_loss = 0.30734440330046736
2023-02-13 10:06:14,707 INFO line:71 - step: 500, train_loss = 0.2637556055535357
2023-02-13 10:06:14,707 INFO line:78 -  ------ meta evaluating start ------ 
2023-02-13 10:06:14,780 INFO line:92 - mean eval loss on 4 meta eval tasks = 0.4294855792689324
2023-02-13 10:06:16,721 INFO line:71 - step: 510, train_loss = 0.2790730545219312
2023-02-13 10:06:18,674 INFO line:71 - step: 520, train_loss = 0.28806933566095794
2023-02-13 10:06:20,617 INFO line:71 - step: 530, train_loss = 0.2632477335770556
2023-02-13 10:06:22,563 INFO line:71 - step: 540, train_loss = 0.2547904405746271
